Name,StrikesLandedPerMin,StrikesAbsorbedPerMin,TakedownsPer15Min,OpponentTakedownsPer15Min,SubmissionsPer15Min,ControlPer15Min,StrikingAccuracyPct,StrikeDefencePct,TakedownAccuracyPct,TakedownDefencePct,Elo,DOB,Height,Weight,Reach,Stance
Rafaello Oliveira,2.19,3.38,2.49,1.42,1.6,326.92,33.39,59.34,36.84,11.11,888.1,1982-01-26,68.0,155.0,71.0,Orthodox
Steve Lopez,1.39,2.69,0.0,3.61,0.0,0.0,24.17,62.16,0.0,37.5,903.65,1984-07-30,71.0,155.0,,Orthodox
Paul Daley,2.31,1.76,0.0,3.01,0.0,3.77,41.44,53.33,0.0,50.0,1117.55,1983-02-21,69.0,170.0,76.0,Orthodox
Chase Gormley,2.06,7.63,3.09,3.09,3.09,275.26,34.48,28.85,33.33,0.0,885.96,,75.0,265.0,,Orthodox
Ben Rothwell,3.99,5.21,0.79,0.97,0.53,169.72,43.32,44.71,32.14,59.26,1073.98,1981-10-17,76.0,265.0,78.0,Orthodox
Alexander Gustafsson,4.33,3.8,1.64,0.69,0.43,158.99,40.7,51.44,39.58,83.67,1113.88,1987-01-15,77.0,205.0,79.0,Orthodox
Jared Hamman,5.52,4.32,0.59,7.39,0.0,199.05,41.48,55.12,22.22,30.56,856.46,1982-03-07,75.0,185.0,75.0,Orthodox
Fabricio Camoes,1.29,1.85,2.34,2.34,1.46,151.9,33.0,61.38,32.0,20.0,914.19,1978-12-23,70.0,155.0,71.0,Orthodox
Rogerio Nogueira,2.78,3.23,0.12,2.81,0.24,47.17,36.59,54.69,100.0,64.06,1069.4,1976-06-02,74.0,205.0,75.0,Southpaw
Jacob Volkmann,1.19,1.78,3.19,1.06,1.99,446.81,34.45,52.82,48.98,52.94,1075.5,1980-09-05,69.0,155.0,71.0,Southpaw
Joe Brammer,2.15,2.8,0.81,4.03,0.0,30.65,31.75,56.67,50.0,50.0,898.95,1983-08-23,68.0,155.0,,Orthodox
Rodney Wallace,1.13,3.44,6.0,1.67,1.0,225.67,46.36,45.23,54.55,28.57,863.18,1981-11-21,69.0,205.0,72.0,Switch
Jon Madsen,2.46,1.18,1.32,0.79,0.0,168.22,41.06,81.39,71.43,70.0,1096.25,1980-02-12,72.0,240.0,72.0,Orthodox
Justin Wren,1.13,1.73,0.0,0.0,0.0,16.0,10.69,74.0,0.0,100.0,942.0,1987-04-27,74.0,265.0,,Orthodox
James McSweeney,3.94,4.33,0.52,0.0,1.05,266.34,55.12,42.33,33.33,100.0,934.01,1980-10-24,76.0,230.0,77.0,Switch
Darrill Schoonover,1.2,4.35,0.0,1.12,1.12,141.75,33.33,38.95,0.0,50.0,942.0,1985-07-18,74.0,220.0,,Orthodox
Matt Mitrione,3.55,2.79,0.0,2.21,0.68,65.89,50.08,64.6,0.0,55.17,1104.53,1978-07-15,75.0,265.0,82.0,Switch
Marcus Jones,1.94,2.71,8.71,0.0,2.9,467.42,52.63,58.82,75.0,100.0,942.0,1973-08-15,78.0,265.0,,Orthodox
Kevin Ferguson,1.31,3.57,3.69,0.0,0.61,252.66,36.78,35.56,66.67,100.0,990.84,1974-02-08,74.0,235.0,77.0,Orthodox
Roy Nelson,2.17,4.86,1.18,0.81,0.07,182.33,37.33,45.58,29.63,64.52,1034.86,1976-06-20,72.0,263.0,73.0,Orthodox
Brendan Schaub,2.92,2.22,2.32,0.58,0.39,285.57,37.71,57.21,46.15,72.73,1074.82,1983-03-18,76.0,245.0,78.0,Orthodox
Lucio Linhares,0.99,3.47,1.86,0.93,1.86,103.2,22.54,34.88,50.0,50.0,932.43,1973-12-08,74.0,185.0,,Orthodox
Ricardo Funch,2.61,3.57,1.24,3.3,0.0,263.98,65.07,40.09,18.75,60.0,838.21,1980-08-14,70.0,170.0,74.0,Southpaw
John Gunderson,1.04,1.71,1.67,2.67,2.0,273.67,27.49,58.6,33.33,11.11,951.93,1979-01-05,69.0,155.0,69.0,Orthodox
Gilbert Yvel,1.9,4.02,0.0,4.76,1.59,76.12,44.44,44.12,0.0,25.0,885.89,1976-06-30,74.0,225.0,77.0,Orthodox
Gerald Harris,1.22,1.48,2.62,0.66,0.0,158.84,25.93,65.31,57.14,71.43,1065.98,1979-11-19,71.0,185.0,77.0,Southpaw
John Salter,1.35,2.13,2.61,0.65,0.0,169.04,23.66,69.75,40.0,66.67,948.66,1985-03-21,73.0,185.0,74.0,Southpaw
Rory MacDonald,3.75,2.8,1.77,0.42,0.42,145.93,42.48,62.45,47.73,88.89,1256.21,1989-07-22,72.0,170.0,76.0,Orthodox
Mike Guymon,2.75,0.79,1.87,3.12,1.25,289.6,65.35,66.07,37.5,54.55,910.19,1974-09-17,72.0,170.0,74.0,Orthodox
Joey Beltran,4.58,5.18,0.59,1.18,0.0,246.17,37.09,50.45,18.52,72.22,880.78,1981-12-08,73.0,185.0,75.0,Orthodox
Rolles Gracie,2.3,3.38,2.3,0.0,0.0,234.78,32.61,55.1,10.0,100.0,942.0,1978-07-14,76.0,242.0,,Orthodox
Phil Davis,2.74,1.27,2.63,0.42,0.51,289.9,34.5,72.35,35.63,72.22,1237.27,1984-09-25,74.0,205.0,79.0,Orthodox
Ronys Torres,0.87,1.93,4.0,2.5,0.5,265.0,26.26,57.97,47.06,16.67,886.05,1975-08-13,67.0,155.0,,Orthodox
James Te Huna,4.04,2.99,2.75,1.75,0.25,353.99,51.38,62.79,37.93,58.82,947.52,1981-09-29,74.0,185.0,75.0,Orthodox
Julio Paulino,0.97,1.87,0.0,5.0,0.5,96.0,27.88,48.62,0.0,37.5,903.64,1975-12-04,72.0,170.0,,Orthodox
Daniel Roberts,0.73,2.27,2.46,2.02,2.46,211.17,20.42,46.1,44.0,40.0,962.45,1980-08-05,70.0,170.0,74.0,Southpaw
Darren Elkins,3.4,3.34,2.87,1.07,1.07,331.56,38.44,51.19,34.01,56.14,1104.84,1984-05-16,70.0,145.0,71.0,Orthodox
Greg Soto,3.21,2.61,1.49,2.48,0.99,363.97,63.82,52.98,27.27,44.44,981.0,1986-06-03,71.0,170.0,73.0,Orthodox
Charlie Brenneman,1.52,1.55,4.23,0.53,0.0,555.36,56.58,46.99,42.11,72.73,854.16,1981-02-09,70.0,155.0,70.0,Orthodox
Jason High,1.01,1.86,2.89,2.89,3.26,333.88,35.29,45.77,80.0,33.33,1019.97,1981-10-12,68.0,155.0,73.0,Southpaw
Mario Miranda,1.96,2.46,1.02,5.12,0.0,215.44,54.09,36.84,60.0,54.55,939.53,1979-07-12,75.0,185.0,74.0,Orthodox
Takanori Gomi,4.11,4.74,0.17,2.01,0.0,101.25,38.92,57.36,25.0,60.0,861.07,1978-09-22,67.0,155.0,70.0,Southpaw
Renzo Gracie,2.32,4.77,0.0,0.0,0.0,0.0,31.19,43.09,0.0,100.0,979.47,1967-03-11,70.0,185.0,,Orthodox
Cyrille Diabate,4.34,1.68,1.28,3.08,0.26,152.09,72.78,62.31,83.33,57.14,949.03,1973-10-06,78.0,205.0,81.0,Southpaw
Waylon Lowe,1.92,2.42,4.58,0.33,0.33,440.19,56.41,52.36,51.85,75.0,1036.78,1980-10-31,67.0,145.0,,Southpaw
Claude Patrick,1.8,0.89,2.32,0.87,1.74,405.12,55.69,69.54,53.33,84.21,1107.63,1980-06-14,71.0,170.0,75.0,Orthodox
Travis Browne,3.16,4.65,1.3,0.83,0.24,143.22,41.49,42.86,68.75,75.0,1078.05,1982-07-17,78.0,255.0,79.0,Orthodox
Chris Camozzi,3.59,2.98,0.27,2.35,0.47,110.48,44.94,56.34,19.05,57.83,963.17,1986-11-20,74.0,185.0,75.0,Orthodox
James Hammortree,1.93,4.13,2.0,0.0,1.0,143.0,30.53,44.14,50.0,100.0,942.0,1983-11-29,75.0,185.0,,Orthodox
Josh Bryant,1.1,6.1,0.0,0.0,0.0,0.0,20.0,43.18,0.0,100.0,942.0,1980-04-23,70.0,185.0,,Orthodox
Kyle Noke,3.3,2.14,1.52,1.38,0.55,143.58,51.07,62.28,55.0,66.67,911.99,1980-03-18,73.0,170.0,76.0,Southpaw
Brad Tavares,3.42,3.28,0.71,1.07,0.0,119.35,43.41,55.04,26.67,81.82,1099.95,1987-12-21,73.0,185.0,74.0,Orthodox
Seth Baczynski,3.08,3.14,0.89,2.39,0.75,189.72,31.57,51.38,16.67,48.39,925.14,1981-10-26,75.0,170.0,75.0,Orthodox
Mark Holst,0.25,1.67,0.76,3.04,2.28,192.91,19.23,47.62,100.0,60.0,884.25,1985-08-14,72.0,155.0,,Orthodox
Jamie Yager,3.08,2.55,0.0,1.59,0.0,0.0,39.19,63.08,0.0,66.67,942.0,1983-11-29,73.0,185.0,,Orthodox
Rich Attonito,2.28,2.13,0.74,1.73,0.0,229.52,47.92,59.18,37.5,75.0,1025.46,1977-06-16,70.0,170.0,72.0,Orthodox
Court McGee,4.6,3.59,1.87,0.73,0.47,221.84,37.27,61.31,25.9,69.57,1002.43,1984-12-12,71.0,170.0,75.0,Orthodox
Kris McCray,2.69,2.57,2.88,4.61,0.0,314.02,45.45,54.73,55.56,38.46,870.8,1981-09-24,72.0,170.0,76.0,Orthodox
Karlos Vemola,1.67,2.13,1.93,3.04,1.66,201.47,44.17,37.97,25.93,31.25,898.42,1985-07-03,72.0,185.0,75.0,Orthodox
David Branch,1.66,1.91,2.55,1.64,0.0,375.15,39.83,56.75,32.56,43.75,1061.05,1981-09-26,73.0,185.0,78.0,Orthodox
Ricardo Romero,2.17,4.77,1.63,0.0,3.25,388.97,55.56,46.34,10.0,100.0,930.3,1978-04-15,72.0,205.0,76.0,Orthodox
Charles Oliveira,3.12,2.95,2.07,1.17,2.44,246.01,55.25,49.3,40.21,56.0,1501.93,1989-10-17,70.0,155.0,74.0,Orthodox
Christian Morecraft,2.82,2.46,3.26,0.54,2.17,457.6,34.36,46.03,66.67,50.0,926.1,1986-09-08,78.0,260.0,81.0,Orthodox
Todd Brown,2.15,3.85,0.0,2.25,0.0,192.75,45.26,48.67,0.0,50.0,882.18,1976-12-13,71.0,205.0,,Orthodox
Amilcar Alves,0.5,2.02,0.0,3.73,0.0,0.0,46.67,30.49,0.0,53.33,910.48,1988-08-08,72.0,170.0,,Southpaw
James Toney,0.0,2.41,0.0,4.52,0.0,0.0,0.0,27.27,0.0,0.0,979.33,1968-08-24,69.0,220.0,,Orthodox
TJ Waldburger,2.02,2.39,3.03,2.27,4.79,315.72,51.28,40.08,46.15,40.0,1023.93,1988-04-25,71.0,170.0,75.0,Orthodox
David Mitchell,1.74,2.06,0.66,3.75,1.99,101.15,32.51,55.84,50.0,29.17,910.89,1979-10-24,72.0,170.0,75.0,Orthodox
Rafael Natal,3.1,2.48,2.55,0.57,0.5,228.3,47.88,57.61,34.29,77.14,1022.77,1982-12-25,72.0,185.0,77.0,Orthodox
Mark Hunt,2.67,3.71,0.58,2.17,0.08,98.98,43.35,49.05,53.85,65.79,1071.45,1974-03-23,70.0,265.0,72.0,Orthodox
Sean McCorkle,0.85,2.48,2.12,2.12,4.25,280.19,44.44,52.05,40.0,33.33,941.77,1976-07-17,79.0,265.0,81.0,Orthodox
Pat Audinwood,1.17,4.31,0.8,1.6,0.0,7.19,12.94,41.3,50.0,0.0,894.63,1986-04-16,72.0,155.0,,Orthodox
Fabio Maldonado,5.29,4.31,0.44,2.66,0.55,110.16,58.87,53.5,57.14,61.9,1006.16,1980-03-17,73.0,205.0,75.0,Orthodox
Curt Warburton,2.13,3.44,2.35,0.47,0.94,450.0,42.24,43.01,50.0,83.33,975.97,,72.0,155.0,73.0,Orthodox
Paul Sass,0.53,1.9,0.53,2.11,7.38,95.43,26.32,51.79,16.67,33.33,1055.02,1988-08-04,72.0,155.0,73.0,Orthodox
Rob Broughton,2.83,2.54,0.0,3.96,3.24,110.03,60.2,51.6,0.0,26.67,957.01,1983-03-03,74.0,265.0,74.0,Orthodox
Vinicius Queiroz,4.01,5.72,6.4,0.0,0.0,428.88,45.63,32.32,71.43,100.0,942.0,1983-08-29,79.0,220.0,,Nan
Dongi Yang,3.55,3.21,1.7,1.22,0.49,193.54,51.17,63.74,41.18,61.54,993.97,1984-12-07,70.0,185.0,73.0,Southpaw
Jake Shields,2.77,2.34,1.19,1.55,0.12,260.96,31.64,57.21,12.35,35.0,1139.33,1979-01-09,72.0,170.0,72.0,Orthodox
Carlos Eduardo Rocha,1.24,1.85,0.0,3.71,1.39,110.36,34.19,55.56,0.0,52.94,959.74,1981-07-12,70.0,170.0,73.0,Orthodox
Pascal Krauss,5.45,3.88,1.53,2.45,0.92,250.58,47.59,59.14,50.0,60.0,1005.35,1987-04-19,73.0,170.0,,Orthodox
Mark Scanlon,2.2,3.33,3.0,3.0,2.0,197.0,35.11,48.98,75.0,25.0,942.0,,69.0,170.0,,Orthodox
Alexandre Ferreira,2.57,8.14,0.0,12.86,0.0,0.0,60.0,42.42,0.0,0.0,961.95,1979-04-25,67.0,205.0,,Orthodox
TJ O'Brien,3.77,4.78,0.94,0.94,0.0,32.08,46.15,57.78,100.0,0.0,915.33,1987-01-01,74.0,155.0,,Orthodox
Mike Lullo,2.48,4.84,1.18,1.77,0.59,175.16,36.21,40.29,11.11,0.0,893.59,1979-07-24,68.0,145.0,,Orthodox
Edson Barboza,4.11,4.65,0.45,1.15,0.08,50.69,44.12,56.14,50.0,72.55,1215.09,1986-01-21,71.0,145.0,75.0,Orthodox
Maiquel Falcao,1.67,0.53,1.0,2.0,3.0,244.0,55.56,86.89,100.0,71.43,1081.2,1981-03-08,71.0,185.0,,Orthodox
Fredson Paixao,1.18,3.53,0.0,0.0,0.0,0.0,100.0,57.14,0.0,100.0,942.0,1979-05-13,66.0,145.0,66.0,Orthodox
Pablo Garza,3.46,2.8,0.99,3.31,0.99,178.61,43.73,50.0,25.0,9.09,974.05,1983-09-16,73.0,145.0,73.0,Orthodox
Will Campuzano,2.07,3.81,1.26,3.78,0.25,132.49,35.96,48.53,45.45,44.44,825.58,1986-05-27,69.0,125.0,70.0,Orthodox
Nick Pace,1.8,3.16,3.37,0.34,0.67,287.54,34.93,60.17,62.5,75.0,935.83,1987-04-17,67.0,135.0,68.0,Orthodox
Sako Chivitchian,2.4,4.8,0.0,0.0,0.0,178.0,27.27,46.67,0.0,100.0,942.0,1984-03-11,71.0,155.0,,Nan
Kyle Watson,3.67,3.25,0.0,0.0,0.0,93.01,35.14,62.61,0.0,100.0,998.43,1979-08-09,72.0,155.0,,Southpaw
Ian Loveland,2.71,2.36,1.0,2.33,0.33,182.67,40.13,64.9,37.5,69.57,925.96,1983-09-07,68.0,145.0,,Orthodox
Tyler Toner,1.4,2.93,0.0,0.0,0.0,0.0,26.92,60.71,0.0,100.0,942.0,1983-03-31,68.0,145.0,70.0,Orthodox
Cody McKenzie,1.74,2.5,2.5,1.67,2.5,253.53,34.31,67.23,25.0,14.29,938.22,1987-12-16,72.0,155.0,72.0,Switch
Aaron Wilkinson,0.0,0.0,7.32,7.32,0.0,468.29,0.0,100.0,100.0,0.0,942.0,1987-01-31,70.0,155.0,,Nan
Nam Phan,5.06,7.25,0.12,2.88,0.12,37.75,35.92,62.21,16.67,59.65,882.96,1983-03-13,66.0,135.0,70.0,Orthodox
Jonathan Brookins,2.9,3.54,2.07,0.34,0.34,416.02,44.68,54.3,15.79,80.0,974.16,1985-08-13,72.0,145.0,74.0,Southpaw
Michael Johnson,4.23,3.8,0.61,0.87,0.04,74.08,39.59,58.08,40.0,81.13,1091.38,1986-06-04,70.0,155.0,73.0,Southpaw
John Makdessi,5.52,4.15,0.0,0.43,0.0,14.15,49.81,68.04,0.0,86.27,1025.67,1985-05-03,68.0,155.0,68.0,Orthodox
Sean Pierson,3.84,3.73,0.39,1.35,0.39,164.67,39.84,64.59,18.18,66.67,1153.67,1976-03-10,72.0,170.0,76.0,Southpaw
Jesse Bongfeldt,2.91,1.01,1.51,4.52,0.0,238.19,62.37,50.0,33.33,33.33,927.59,1980-08-28,72.0,185.0,,Orthodox
Antonio McKee,1.67,0.67,1.0,1.0,0.0,168.0,45.45,78.72,25.0,50.0,952.18,1970-03-12,68.0,155.0,,Southpaw
Diego Nunes,2.96,3.22,0.83,3.33,0.0,112.33,44.33,57.35,55.56,71.01,1029.95,1982-11-30,66.0,145.0,67.0,Orthodox
Dustin Poirier,5.57,4.55,1.34,1.62,1.15,200.1,50.53,52.95,36.36,63.04,1438.87,1989-01-19,69.0,155.0,72.0,Southpaw
Josh Grispi,0.86,4.09,2.26,0.97,1.29,154.25,37.38,44.28,43.75,25.0,798.8,1988-10-14,71.0,145.0,74.0,Orthodox
Chris Cariaso,3.32,2.42,0.84,2.69,0.59,120.89,43.2,60.35,38.46,56.76,978.64,1981-05-27,63.0,125.0,64.0,Southpaw
Willamy Freire,1.53,1.0,1.0,4.0,0.0,88.0,46.0,46.43,100.0,50.0,944.68,1987-07-28,68.0,155.0,,Nan
Rani Yahya,1.85,2.05,2.59,1.26,1.45,335.33,39.22,50.36,31.06,31.03,1075.16,1984-09-12,66.0,135.0,67.0,Orthodox
Kenny Robertson,3.72,3.02,1.37,2.05,0.85,313.2,47.05,52.34,26.67,57.14,1007.37,1984-02-14,70.0,170.0,74.0,Orthodox
Norifumi Yamamoto,1.69,1.97,0.71,4.63,0.0,112.59,37.17,58.29,25.0,38.1,881.16,1977-03-15,64.0,135.0,66.0,Southpaw
Demetrious Johnson,3.29,1.63,3.11,1.35,0.51,258.6,54.46,67.16,54.81,71.17,1406.57,1986-08-13,63.0,125.0,66.0,Orthodox
Chad Mendes,2.79,2.44,2.97,0.0,0.22,196.06,50.26,67.48,48.21,100.0,1233.85,1985-05-01,66.0,145.0,66.0,Orthodox
Donald Cerrone,4.73,4.94,0.98,0.33,0.45,94.17,47.36,51.57,28.92,88.57,1029.23,1983-03-29,73.0,170.0,73.0,Orthodox
Miguel Torres,3.21,1.45,0.0,1.86,0.93,147.83,43.3,75.52,0.0,25.0,1002.81,1981-01-18,69.0,135.0,76.0,Orthodox
Antonio Banuelos,0.67,4.87,0.0,0.0,0.0,1.0,7.41,61.17,0.0,100.0,942.0,1979-09-23,65.0,135.0,63.0,Orthodox
Maciej Jewtuszko,2.0,1.2,0.0,4.0,0.0,0.0,44.78,68.97,0.0,42.86,934.3,1981-01-31,72.0,155.0,,Southpaw
Zhang Tiequan,1.43,2.2,0.83,0.83,2.06,50.37,36.88,50.31,100.0,75.0,887.54,1978-07-25,68.0,155.0,69.0,Orthodox
Tom Blackledge,2.91,2.55,0.0,5.45,0.0,49.09,61.54,46.15,0.0,75.0,919.14,,,205.0,,Orthodox
Nick Ring,3.52,3.48,1.36,1.69,0.34,157.2,42.68,62.76,36.36,52.38,987.93,1979-02-10,72.0,185.0,74.0,Southpaw
Riki Fukuda,4.67,3.87,2.6,0.2,0.0,220.2,46.24,64.15,44.83,75.0,967.39,1981-01-06,72.0,185.0,73.0,Southpaw
Brian Ebersole,2.42,2.36,1.51,1.06,0.15,303.27,48.98,56.72,18.87,41.67,1074.61,1980-11-27,72.0,170.0,73.0,Southpaw
Takeya Mizugaki,3.79,3.2,1.49,1.58,0.09,239.53,40.04,58.14,50.0,70.18,1036.39,1983-12-16,67.0,135.0,69.0,Orthodox
Reuben Duran,3.19,2.61,0.98,1.96,0.65,308.91,49.0,50.82,23.08,25.0,888.22,1983-07-02,67.0,135.0,71.0,Orthodox
Shane Roller,2.32,3.18,1.4,1.4,0.56,249.25,35.73,61.36,21.74,44.44,933.16,1979-07-14,70.0,155.0,72.0,Orthodox
Danny Castillo,2.72,2.13,2.68,1.12,0.26,338.28,43.41,61.52,34.83,60.61,970.63,1979-08-25,69.0,155.0,71.0,Orthodox
Brian Bowles,2.68,3.51,0.95,0.47,0.95,201.79,29.62,62.88,100.0,0.0,965.42,1980-06-22,67.0,135.0,70.0,Orthodox
Damacio Page,2.47,3.36,2.36,3.94,0.79,321.54,36.72,54.29,50.0,16.67,829.23,1982-09-30,66.0,135.0,66.0,Orthodox
Chris Weidman,3.11,3.37,3.27,0.6,0.82,290.0,45.13,51.01,42.31,72.41,1167.52,1984-06-17,74.0,185.0,78.0,Orthodox
Erik Koch,2.4,3.37,1.07,1.23,0.92,189.47,40.38,49.15,43.75,86.21,1013.89,1988-10-04,70.0,170.0,71.0,Southpaw
Raphael Assuncao,3.65,2.91,1.67,0.56,0.14,123.55,43.69,65.96,38.71,78.95,1092.22,1982-07-19,65.0,135.0,66.0,Orthodox
Constantinos Philippou,2.19,2.73,0.4,2.01,0.27,85.3,35.11,54.41,42.86,65.91,1090.51,1979-11-29,71.0,185.0,73.0,Orthodox
Joseph Benavidez,3.91,3.01,1.5,1.69,0.25,153.68,36.89,57.07,30.77,67.86,1200.43,1984-07-31,64.0,125.0,65.0,Southpaw
Anthony Njokuani,3.78,2.75,0.4,3.85,0.13,16.08,44.95,62.61,37.5,53.23,941.3,1980-03-01,73.0,155.0,75.0,Orthodox
Kamal Shalorus,1.57,3.19,0.58,2.3,0.0,37.43,22.04,61.93,16.67,60.0,899.11,1972-08-27,68.0,155.0,68.0,Orthodox
Urijah Faber,2.9,2.89,1.59,1.16,0.55,169.7,41.99,65.11,28.26,62.0,1199.36,1979-05-14,66.0,135.0,67.0,Orthodox
Eddie Wineland,3.49,4.36,0.3,0.3,0.0,28.81,29.54,61.51,23.08,93.33,929.92,1984-06-26,67.0,135.0,69.0,Orthodox
Michael McDonald,2.7,2.82,1.12,1.68,1.31,78.99,42.69,57.2,66.67,52.63,1118.31,1965-02-06,71.0,205.0,,Orthodox
Michael McDonald,2.7,2.82,1.12,1.68,1.31,78.99,42.69,57.2,66.67,52.63,1118.31,1991-01-15,69.0,135.0,70.0,Orthodox
Edwin Figueroa,2.57,3.06,0.2,4.39,0.6,166.23,39.47,51.78,100.0,37.14,890.02,1984-07-31,67.0,135.0,69.0,Orthodox
Alex Caceres,4.21,3.04,0.56,2.0,0.69,115.09,50.73,63.29,68.42,64.89,1176.42,1988-06-20,70.0,145.0,73.0,Southpaw
Mackens Semerzier,3.93,3.18,3.47,0.0,0.87,401.83,59.65,56.69,40.0,100.0,975.16,1980-11-03,69.0,145.0,72.0,Orthodox
Chan Sung Jung,3.8,4.24,0.85,1.28,0.75,124.84,42.31,51.03,47.06,71.43,1303.64,1987-03-17,67.0,145.0,72.0,Orthodox
Yves Jabouin,2.97,2.81,1.93,0.59,0.0,243.18,41.72,63.16,54.17,80.95,946.92,1979-05-30,67.0,135.0,68.0,Orthodox
Charlie Valencia,3.33,5.33,0.0,0.0,0.0,0.0,50.0,66.67,0.0,100.0,933.13,1974-10-31,63.0,135.0,64.0,Orthodox
Benson Henderson,3.27,1.92,1.9,1.66,0.59,231.92,45.86,64.57,49.23,65.43,1359.27,1983-11-16,69.0,170.0,70.0,Southpaw
Jose Aldo,3.39,4.0,0.49,0.34,0.15,99.1,45.25,58.36,50.0,91.59,1248.15,1986-09-09,67.0,135.0,70.0,Orthodox
Cole Escovedo,2.08,5.52,0.76,2.66,0.0,63.8,47.13,44.25,40.0,12.5,835.59,1981-08-30,67.0,135.0,72.0,Orthodox
Renan Barao,3.92,4.07,1.53,0.19,0.32,141.71,36.76,58.01,40.68,92.5,897.39,1987-01-31,66.0,145.0,70.0,Orthodox
Francisco Rivera,4.13,3.15,1.03,1.76,0.59,38.54,41.36,68.28,63.64,68.42,943.65,1981-10-08,68.0,135.0,70.0,Orthodox
Scott Jorgensen,3.08,3.91,2.47,2.12,0.24,211.14,39.34,61.57,40.38,62.5,830.13,1982-09-17,65.0,135.0,66.0,Orthodox
Ken Stone,4.1,3.0,1.37,0.68,0.68,312.06,51.14,50.0,40.0,75.0,1000.32,1982-10-08,68.0,135.0,71.0,Southpaw
Clay Harvison,3.29,3.91,0.66,4.61,1.32,151.54,48.08,58.99,100.0,68.18,929.38,1980-09-25,73.0,170.0,74.0,Orthodox
Justin Edwards,2.68,3.32,2.14,3.11,0.97,182.3,42.16,51.05,26.83,27.27,871.48,1983-01-26,70.0,155.0,70.0,Orthodox
Ryan McGillivray,1.27,2.2,0.0,5.0,0.0,0.0,20.88,52.17,0.0,44.44,942.0,1986-09-27,71.0,170.0,,Nan
Shamar Bailey,2.04,3.81,2.15,1.29,0.0,246.51,25.45,72.06,35.71,25.0,952.34,1982-09-22,69.0,155.0,75.0,Southpaw
Danny Downes,1.27,3.8,0.0,7.0,0.5,29.5,33.04,30.91,0.0,36.36,899.76,1986-04-08,72.0,155.0,72.0,Orthodox
Chuck O'Neil,3.13,4.4,0.0,0.0,0.0,104.0,37.6,72.27,0.0,100.0,942.0,1985-09-22,74.0,170.0,,Nan
Chris Cope,3.96,4.82,0.0,0.68,0.0,71.65,26.36,50.0,0.0,80.0,930.73,1983-03-05,72.0,170.0,72.0,Orthodox
Anthony Pettis,3.15,3.78,0.49,2.76,0.68,99.24,48.4,52.91,40.0,55.88,1304.79,1987-01-27,70.0,155.0,72.0,Orthodox
Ramsey Nijem,3.05,1.62,5.32,0.71,1.06,436.88,44.41,62.87,62.5,55.56,974.78,1988-04-01,71.0,155.0,75.0,Orthodox
Tony Ferguson,4.91,4.37,0.39,1.1,0.88,26.35,45.85,55.38,35.0,66.1,1042.88,1984-02-12,71.0,155.0,76.0,Orthodox
Aaron Rosa,4.62,4.52,0.0,1.05,0.0,31.51,45.52,50.38,0.0,85.71,955.76,1983-05-28,76.0,205.0,77.0,Orthodox
Jason Young,2.97,3.2,1.98,2.97,0.0,202.28,37.09,50.17,66.67,55.0,907.88,1986-06-28,69.0,145.0,73.0,Orthodox
James Head,2.75,3.11,0.41,3.27,0.82,116.49,48.56,49.78,100.0,66.67,977.7,1984-02-09,73.0,170.0,73.0,Orthodox
Vagner Rocha,2.64,4.5,1.4,0.93,1.86,197.88,42.5,48.03,33.33,50.0,917.35,1982-06-06,70.0,155.0,73.0,Orthodox
Dave Herman,4.49,3.81,1.62,1.62,0.0,60.36,58.69,48.79,100.0,62.5,894.84,1984-10-03,76.0,242.0,77.0,Orthodox
Jon Olav Einemo,2.79,3.26,0.64,4.5,0.0,75.27,57.52,42.86,25.0,36.36,919.65,1975-12-10,78.0,253.0,,Orthodox
Edward Faaloloto,3.41,6.42,0.0,3.01,0.0,57.19,36.96,59.49,0.0,0.0,899.66,1984-07-15,,155.0,70.0,Nan
Ricardo Lamas,3.43,3.14,1.8,1.54,0.86,206.18,49.55,56.73,30.88,41.94,1200.2,1982-05-21,68.0,145.0,71.0,Orthodox
Javier Vazquez,4.13,1.8,3.0,0.0,1.0,254.0,38.51,64.47,60.0,100.0,1059.72,1977-07-16,67.0,145.0,69.0,Southpaw
Jeff Hougland,2.07,3.2,0.67,1.33,1.33,89.67,48.19,50.0,13.33,0.0,943.03,1978-08-02,67.0,135.0,68.0,Orthodox
Donny Walker,1.81,3.85,0.0,2.55,1.7,321.79,37.21,46.88,0.0,57.14,884.0,1980-01-04,69.0,135.0,,Nan
Dominick Cruz,4.26,3.21,2.29,0.49,0.08,111.15,37.99,65.83,31.82,83.78,1290.87,1985-03-09,68.0,135.0,68.0,Orthodox
Paul Bradley,2.53,3.93,1.5,0.0,0.0,109.0,35.85,55.81,18.75,100.0,909.6,1983-06-13,69.0,170.0,,Orthodox
Jimy Hettes,3.47,3.5,5.2,1.89,1.42,364.87,57.29,57.87,44.9,61.9,990.63,1987-06-09,69.0,145.0,71.0,Southpaw
Ronny Markes,2.17,2.43,3.13,0.0,0.52,436.44,53.42,45.53,40.0,100.0,1030.33,1988-04-21,73.0,185.0,75.0,Orthodox
Iuri Alcantara,2.71,2.81,1.46,2.32,0.86,143.17,45.87,49.06,62.96,59.7,1031.2,1980-08-04,69.0,135.0,71.0,Southpaw
Felipe Arantes,2.37,2.66,0.93,2.49,0.73,159.12,45.12,64.08,47.37,41.46,941.28,1988-02-09,68.0,135.0,73.0,Orthodox
